title,company,location,region,employment_type,job_id,posted_date,apply_url,scraped_at,skills,predicted_min,predicted_max,salary_label,engpassberufe_info,is_engpassberuf,language_info,language_level,international_friendly
Data Scientist,Akkodis Germany Tech Experts GmbH,Berlin,Berlin,,12634-BB-641049-7878-6713-S,2026-05-20,https://www.arbeitsagentur.de/jobsuche/jobdetail/12634-BB-641049-7878-6713-S,2026-06-06 22:29:40,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",54862,94762,€55k - €95k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Akkodis Germany Tech Experts GmbH"", ""region"": ""Berlin"", ""language_level"": ""A1"", ""label"": ""A1 — Beginner"", ""description"": ""No German required — English fully sufficient"", ""emoji"": ""🟢"", ""score"": -4, ""reasons"": [""Company (Akkodis Germany Tech Experts GmbH) is known to work in English"", ""Role type (Data Scientist) commonly uses English internationally"", ""Berlin has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A1,True
Data Scientist,Akkodis Germany Tech Experts GmbH,Berlin,Berlin,,12634-BB-641048-7878-9339-S,2026-05-15,https://www.arbeitsagentur.de/jobsuche/jobdetail/12634-BB-641048-7878-9339-S,2026-06-06 22:29:40,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",54862,94762,€55k - €95k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Akkodis Germany Tech Experts GmbH"", ""region"": ""Berlin"", ""language_level"": ""A1"", ""label"": ""A1 — Beginner"", ""description"": ""No German required — English fully sufficient"", ""emoji"": ""🟢"", ""score"": -4, ""reasons"": [""Company (Akkodis Germany Tech Experts GmbH) is known to work in English"", ""Role type (Data Scientist) commonly uses English internationally"", ""Berlin has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A1,True
Statistiker/in,Gesamtverband der Deutschen Versicherungswirtschaft e. V.,Berlin,Berlin,,14225-7915adb9ee109cae-S,2026-06-02,https://www.arbeitsagentur.de/jobsuche/jobdetail/14225-7915adb9ee109cae-S,2026-06-06 22:29:40,"{""Programming Languages"": [""r"", ""python"", ""sas""], ""Data Science Skills"": [""statistik"", ""regression"", ""time series""]}",44100,75600,€44k - €76k,"{""title"": ""Statistiker/in"", ""is_engpassberuf"": true, ""category"": ""Mathematics & Science"", ""matched_role"": ""statistiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Statistiker/in"", ""company"": ""Gesamtverband der Deutschen Versicherungswirtschaft e. V."", ""region"": ""Berlin"", ""language_level"": ""B2"", ""label"": ""B2 — Upper Intermediate"", ""description"": ""Good German required for professional communication"", ""emoji"": ""🟠"", ""score"": 2, ""reasons"": [""Company sector typically requires German"", ""Berlin has high concentration of English-speaking workplaces""], ""international_friendly"": false}",B2,False
Betriebswirt/in (Hochschule),AOK Baden - Württemberg Hauptverwaltung,,Baden-Württemberg,,12613-9689-200914-1105353-S,2026-09-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/12613-9689-200914-1105353-S,2026-06-06 22:29:40,"{""Programming Languages"": [""r""]}",44800,76160,€45k - €76k,"{""title"": ""Betriebswirt/in (Hochschule)"", ""is_engpassberuf"": false, ""category"": null, ""matched_role"": null, ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 0, ""visa_info"": ""Not on shortage occupation list. Standard EU Blue Card threshold: €58,400/year."", ""badge"": ""⚪ Standard occupation""}",False,"{""title"": ""Betriebswirt/in (Hochschule)"", ""company"": ""AOK Baden - Württemberg Hauptverwaltung"", ""region"": ""Baden-Württemberg"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Data Scientist,AOK NordWest,Dortmund,Nordrhein-Westfalen,,12908-062409693-S,2026-06-05,https://www.arbeitsagentur.de/jobsuche/jobdetail/12908-062409693-S,2026-06-06 22:29:40,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",56100,96900,€56k - €97k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""AOK NordWest"", ""region"": ""Nordrhein-Westfalen"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -1, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally""], ""international_friendly"": true}",A2,True
Data Scientist,Hellweg,Dortmund,Nordrhein-Westfalen,,12288-4830283663-S,2026-06-04,https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4830283663-S,2026-06-06 22:29:41,"{""Programming Languages"": [""python"", ""r"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",56100,96900,€56k - €97k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Hellweg"", ""region"": ""Nordrhein-Westfalen"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -1, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally""], ""international_friendly"": true}",A2,True
Informatiker/in,Ins. für Arbeitswissenschaft und Technologiemanagement IAT der Universität Stuttgart,Stuttgart,Baden-Württemberg,,10000-1206647430-S,2026-05-29,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206647430-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""java"", ""python"", ""sql""], ""Cloud & DevOps"": [""git"", ""docker"", ""rest api""]}",50400,87360,€50k - €87k,"{""title"": ""Informatiker/in"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""informatiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Informatiker/in"", ""company"": ""Ins. für Arbeitswissenschaft und Technologiemanagement IAT der Universität Stuttgart"", ""region"": ""Baden-Württemberg"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Data Scientist,FEGA & Schmitt Elektrogroßhandel GmbH,"Ansbach, Mittelfranken",Bayern,,16258-0064612468-S,2026-06-02,https://www.arbeitsagentur.de/jobsuche/jobdetail/16258-0064612468-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",63250,109250,€63k - €109k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""FEGA & Schmitt Elektrogroßhandel GmbH"", ""region"": ""Bayern"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -2, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally"", ""Bayern has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A2,True
Data Scientist,Hays Professional Solutions GmbH,,Berlin,,13319-877206/1_610331LS-S,2026-05-27,https://www.arbeitsagentur.de/jobsuche/jobdetail/13319-877206/1_610331LS-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",54862,94762,€55k - €95k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Hays Professional Solutions GmbH"", ""region"": ""Berlin"", ""language_level"": ""A1"", ""label"": ""A1 — Beginner"", ""description"": ""No German required — English fully sufficient"", ""emoji"": ""🟢"", ""score"": -4, ""reasons"": [""Company (Hays Professional Solutions GmbH) is known to work in English"", ""Role type (Data Scientist) commonly uses English internationally"", ""Berlin has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A1,True
Data Scientist,quo data GmbH Qualitätsmanagement und Statistik,Dresden,Sachsen,,10000-1206481696-S,2026-06-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206481696-S,2026-06-06 22:29:41,"{""Data Science Skills"": [""statistik"", ""machine learning"", ""deep learning""], ""Programming Languages"": [""python"", ""r"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""]}",49500,85500,€50k - €86k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""quo data GmbH Qualitätsmanagement und Statistik"", ""region"": ""Sachsen"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally"", ""Sachsen workplaces tend to use German more""], ""international_friendly"": true}",B1,True
Data Scientist,advanced engineering GmbH,Landsberg am Lech,Bayern,,12288-4805928981-S,2026-06-05,https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4805928981-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",63250,109250,€63k - €109k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""advanced engineering GmbH"", ""region"": ""Bayern"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -2, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally"", ""Bayern has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A2,True
Informatiker/in,Rheinland Kraftstoff GmbH,Gelsenkirchen,Nordrhein-Westfalen,,10001-1003031136-S,2026-05-07,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003031136-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""java"", ""python"", ""sql""], ""Cloud & DevOps"": [""git"", ""docker"", ""rest api""]}",45900,79560,€46k - €80k,"{""title"": ""Informatiker/in"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""informatiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Informatiker/in"", ""company"": ""Rheinland Kraftstoff GmbH"", ""region"": ""Nordrhein-Westfalen"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Datenbankentwickler/in,SCHICKLER Unternehmensberatung,Hamburg,Hamburg,,13644-262060-S,2026-06-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/13644-262060-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""sql""], ""Data & Analytics"": [""power bi"", ""tableau""]}",48400,81400,€48k - €81k,"{""title"": ""Datenbankentwickler/in"", ""is_engpassberuf"": false, ""category"": null, ""matched_role"": null, ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 0, ""visa_info"": ""Not on shortage occupation list. Standard EU Blue Card threshold: €58,400/year."", ""badge"": ""⚪ Standard occupation""}",False,"{""title"": ""Datenbankentwickler/in"", ""company"": ""SCHICKLER Unternehmensberatung"", ""region"": ""Hamburg"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -1, ""reasons"": [""Hamburg has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A2,True
Datenbankentwickler/in,lise GmbH,Köln,Nordrhein-Westfalen,,13644-297872-S,2026-06-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/13644-297872-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""sql""], ""Data & Analytics"": [""power bi"", ""tableau""]}",44880,75480,€45k - €75k,"{""title"": ""Datenbankentwickler/in"", ""is_engpassberuf"": false, ""category"": null, ""matched_role"": null, ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 0, ""visa_info"": ""Not on shortage occupation list. Standard EU Blue Card threshold: €58,400/year."", ""badge"": ""⚪ Standard occupation""}",False,"{""title"": ""Datenbankentwickler/in"", ""company"": ""lise GmbH"", ""region"": ""Nordrhein-Westfalen"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Datenbankentwickler/in,CTcon,Frankfurt am Main,Hessen,,13644-47175-S,2026-06-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/13644-47175-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""sql""], ""Data & Analytics"": [""power bi"", ""tableau""]}",47520,79920,€48k - €80k,"{""title"": ""Datenbankentwickler/in"", ""is_engpassberuf"": false, ""category"": null, ""matched_role"": null, ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 0, ""visa_info"": ""Not on shortage occupation list. Standard EU Blue Card threshold: €58,400/year."", ""badge"": ""⚪ Standard occupation""}",False,"{""title"": ""Datenbankentwickler/in"", ""company"": ""CTcon"", ""region"": ""Hessen"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Data Scientist,Josef WITT GmbH,Weiden in der Oberpfalz,Bayern,,10001-1002106290-S,2026-05-28,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002106290-S,2026-06-06 22:29:41,"{""Programming Languages"": [""python"", ""r"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",63250,109250,€63k - €109k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Josef WITT GmbH"", ""region"": ""Bayern"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -2, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally"", ""Bayern has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A2,True
Informatiker/in,Universität Trier,Trier,Rheinland-Pfalz,,14225-f5d10af170fb8c49-S,2026-06-04,https://www.arbeitsagentur.de/jobsuche/jobdetail/14225-f5d10af170fb8c49-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""java"", ""python"", ""sql""], ""Cloud & DevOps"": [""git"", ""docker"", ""rest api""]}",43200,74880,€43k - €75k,"{""title"": ""Informatiker/in"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""informatiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Informatiker/in"", ""company"": ""Universität Trier"", ""region"": ""Rheinland-Pfalz"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Informatiker/in,PAJUNK® Medical Produkte GmbH,"Geisingen, Baden",Baden-Württemberg,,14225-da546b1eb3f8417e-S,2026-06-02,https://www.arbeitsagentur.de/jobsuche/jobdetail/14225-da546b1eb3f8417e-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""java"", ""python"", ""sql""], ""Cloud & DevOps"": [""git"", ""docker"", ""rest api""]}",50400,87360,€50k - €87k,"{""title"": ""Informatiker/in"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""informatiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Informatiker/in"", ""company"": ""PAJUNK® Medical Produkte GmbH"", ""region"": ""Baden-Württemberg"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Data Scientist,Universität Regensburg Land Bayern,Regensburg,Bayern,,18973-ma2girf9zm-S,2026-07-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/18973-ma2girf9zm-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",75900,131100,€76k - €131k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Universität Regensburg Land Bayern"", ""region"": ""Bayern"", ""language_level"": ""A1"", ""label"": ""A1 — Beginner"", ""description"": ""No German required — English fully sufficient"", ""emoji"": ""🟢"", ""score"": -4, ""reasons"": [""Company (Universität Regensburg Land Bayern) is known to work in English"", ""Role type (Data Scientist) commonly uses English internationally"", ""Bayern has high concentration of English-speaking workplaces""], ""international_friendly"": true}",A1,True
Ozeanograf/in,Helmholtz-Zentrum hereon GmbH,Geesthacht,Schleswig-Holstein,,14225-550d78f2e1883e0b-S,2026-06-05,https://www.arbeitsagentur.de/jobsuche/jobdetail/14225-550d78f2e1883e0b-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r""]}",36100,58900,€36k - €59k,"{""title"": ""Ozeanograf/in"", ""is_engpassberuf"": true, ""category"": ""Mathematics & Science"", ""matched_role"": ""ozeanograf"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Ozeanograf/in"", ""company"": ""Helmholtz-Zentrum hereon GmbH"", ""region"": ""Schleswig-Holstein"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Mathematiker/in,ERGO Group AG,Düsseldorf,Nordrhein-Westfalen,,14225-fe059cc7baaacc05-S,2026-06-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/14225-fe059cc7baaacc05-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r""]}",45900,77520,€46k - €78k,"{""title"": ""Mathematiker/in"", ""is_engpassberuf"": true, ""category"": ""Mathematics & Science"", ""matched_role"": ""mathematiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Mathematiker/in"", ""company"": ""ERGO Group AG"", ""region"": ""Nordrhein-Westfalen"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Data Scientist,Landesrechnungshof Nordrhein-Westfalen,Düsseldorf,Nordrhein-Westfalen,,13243-SDE-99953-JB-S,2026-06-05,https://www.arbeitsagentur.de/jobsuche/jobdetail/13243-SDE-99953-JB-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r"", ""python"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",56100,96900,€56k - €97k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Landesrechnungshof Nordrhein-Westfalen"", ""region"": ""Nordrhein-Westfalen"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -1, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally""], ""international_friendly"": true}",A2,True
Physiker/in,Heraeus Quarzglas Bitterfeld GmbH & Co. KG,Bitterfeld-Wolfen,Sachsen-Anhalt,,14225-4428944d5177cd28-S,2026-06-01,https://www.arbeitsagentur.de/jobsuche/jobdetail/14225-4428944d5177cd28-S,2026-06-06 22:29:41,"{""Programming Languages"": [""r""]}",48000,82000,€48k - €82k,"{""title"": ""Physiker/in"", ""is_engpassberuf"": true, ""category"": ""Mathematics & Science"", ""matched_role"": ""physiker"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Physiker/in"", ""company"": ""Heraeus Quarzglas Bitterfeld GmbH & Co. KG"", ""region"": ""Sachsen-Anhalt"", ""language_level"": ""B1"", ""label"": ""B1 — Intermediate"", ""description"": ""Basic German needed for daily communication"", ""emoji"": ""🟡"", ""score"": 0, ""reasons"": [], ""international_friendly"": true}",B1,True
Data Scientist,Deutsche Telekom AG,Darmstadt,Hessen,,12444-563465370092216-S,2026-05-29,https://www.arbeitsagentur.de/jobsuche/jobdetail/12444-563465370092216-S,2026-06-06 22:29:41,"{""Programming Languages"": [""python"", ""r"", ""sql""], ""ML & AI Frameworks"": [""scikit-learn"", ""tensorflow"", ""pytorch""], ""Data & Analytics"": [""pandas"", ""numpy"", ""tableau""], ""Data Science Skills"": [""machine learning"", ""statistik"", ""deep learning""]}",71280,123120,€71k - €123k,"{""title"": ""Data Scientist"", ""is_engpassberuf"": true, ""category"": ""IT & Data"", ""matched_role"": ""data scientist"", ""eu_blue_card_eligible"": false, ""chancenkarte_points"": 2, ""visa_info"": ""This role is a shortage occupation. EU Blue Card threshold: €45,300/year. Chancenkarte bonus: +2 points."", ""badge"": ""🔴 Engpassberuf""}",True,"{""title"": ""Data Scientist"", ""company"": ""Deutsche Telekom AG"", ""region"": ""Hessen"", ""language_level"": ""A2"", ""label"": ""A2 — Elementary"", ""description"": ""Basic German helpful but not required"", ""emoji"": ""🟢"", ""score"": -1, ""reasons"": [""Role type (Data Scientist) commonly uses English internationally""], ""international_friendly"": true}",A2,True
